nombre,categoria,ciudad,latitud,longitud,direccion,telefono,sitio_web,imagen_url,servicios
"Taller Automotriz Centercar,s",Taller de reparación de vehículos todoterreno,Villanueva,4.6094224,-72.928052,"Cra. 9 #09-33, Villanueva, Casanare",320 3724380,,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWkUldgO8nuiMWdiXCoH9fMB4fT_EJyvkGiOB2w-rt5WTTSlzO-7aZmmPj8gG2ROqrtqApt27BxGHhSgLA1aPZxaIMcvd74M6tpju3F98EywR3lXgj4Pv1WiMWI4jmWaDMv5h5gf-g=w408-h544-k-no,
Taller de mecánico automotriz,Taller de reparación de automóviles,Villanueva,4.6116952,-72.9227211,"Parque bello Horizonte, Cl. 16 #133, Villanueva, Casanare",,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=ZG-gY6vVEjEEHaOvlD9Ltg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=213.32149&pitch=0&thumbfov=100,
TALLER CARS SHOP,Taller de reparación de automóviles,Villanueva,4.6073585,-72.9253286,"Cl. 10 #531, Villanueva, Casanare",320 9909031,,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWlJyOIsIF8GI_ltukzbsbS89k0zuA8DcBiX9RtZpk98dkQyGtwLJOl-cZnlsNZXZfPTKYIvudIeIvHEUhVmrwTfGLn2JQuJaXjKAS6vk3T2SpW6BbL_ZRSBXiEy6yU2pw2eST1Keg=w426-h240-k-no,
Moto Alfa la 9,Taller mecánico,Villanueva,4.6099253,-72.9272708,"Villanueva, Casanare",310 4816982,,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWlCHsqleNWp_3f7jMJywp4WTojzOIP-onrCgmZxJGgBAvIe9lUZnWbfNVF6yyFg1eg3KWKtp59eLnfmiabzVmtyELbON7RsizxDZx995shI1A5tT54lXFhmRFwILeXFO_r42lAR=w426-h240-k-no,
As Columbia,Tienda de ropa,Villanueva,4.6096152,-72.9310781,"Cra. 12 #7-72 Loc 1, Villanueva, Casanare",322 4035213,,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWk-8pG2CJhGvJ5UZMhrYzyrwfMlnITVzidueSjOpFaL7-2GSkLwIr9cXHaGSEyURdAGkY15PNuVPTD8rl3pjk3-NooHXmXu3j0cuSb_3k4ZaE5u-lARJ9EG8_ly5Vx_ViLrcKgnmxd1fKM=w408-h725-k-no,
Outlet Villanueva Casanare,Outlet,Villanueva,4.6110002,-72.9300086,"Cra. 12 #9-64, Villanueva, Casanare",321 4527319,,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWlb3kaCzC2EKz74TnwW1rpy7UvgLhp3Ft3S9sdAU9yiUe1fGGGoH5C8TmmeZ3v-u3shv6x5TFkmXt11WuoPnBSny_nQwfgxpLL3f1KSqlnnyA9nlyE9VFDvep7SW6vaPLMaq3E=w533-h240-k-no,
Otoño Moda Infantil,Tienda de ropa,Villanueva,4.6094683,-72.931524,"Cra. 12 #7-23, Villanueva, Casanare",321 3564052,,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWkZYVxj20GW8PQsyTHm2XkllDiNqcNp4fDh5e5eW4vuupHHlqCirN6AbXucsiWQQQF42QUPdi3Qf62KHUqQSfH4UvfnVWqbkk8c7wjU5sP9JoIVFrJfYLl-e9Q33pthhYkMeMyx=w408-h257-k-no,", Entrega a domicilio, "
InStyLe,Tienda de ropa,Villanueva,4.6115391,-72.9298498,"Cra. 12 #10-21, Villanueva, Casanare",322 8516484,,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWnr0ggbZlYO6WjJHP2-01DfK5QMCdLL_N7Lny3egtUTowQqRZ_fE8Nk9djJUsPs9wgeuUgVkcXss0zHJ9L5mZS9Go1UqmGMJE1NikuNM1gIGt76n7LdIud1e63S65TZZpl5WKEV=w408-h240-k-no-pi-10-ya200-ro0-fo100,", Entrega a domicilio, "
El imperio del hogar y la moda,Tienda de artículos para el hogar,Villanueva,4.6122223,-72.9295337,"Cl. 11 #12-106 12-2 a, Villanueva, Casanare",,,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWmfeVRvQOyqjMvJFaYxY0Y_xJQmSqCNwetgDIxmnKN2F43vRHN6uoOde4_SVapKu2wt1xcN4D7DVuXdeK251h1vhQUMitAqniLZqXPaK_GJdF6vQ3qhe8guxT_xPCV2b7JVVDUQ7vbmt6U=w533-h240-k-no,
Papelería Los Almendros,Papelería,Villanueva,4.6089379,-72.9265222,"Villanueva, Casanare",320 9864889,facebook.com,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWl2h-JLkQQf4hUvtkPB2jklZB7L4QO9dDrwcx_I_g_Ln9nlR0TvspUik3yK6Q4_X12tH-y-pwmif2gQ0nD6BVzjhTZGTFjXZP38cJuwa8t_sPXNnzqirLznNguMHrbB04fDlGc_WQ=w426-h240-k-no,
Miselabes y papelería portal 2,Papelería,Villanueva,4.6015158,-72.9336821,"Cl. 2 Sur #843, Villanueva, Casanare",,,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWlOu_I4uw9OwBsbcniTTj_h3zgaOvuiYjjm2uTHEgqcyMCerZhDAUSDF4jKzi1jnnFB3vcutIkH5J0aINe1LmjcBrFREK5UsmMc8-LjJLRcfXqlYuP_Xu4NaxMvd_TxaLowOLzc=w426-h240-k-no,
CopiasRicar,Papelería,Villanueva,4.6076046,-72.9229335,"Cl. 12 #3-36, Villanueva, Casanare",311 2376294,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=_j_cian__Ub3MQAZWI8OTA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=43.239483&pitch=0&thumbfov=100,
PAPELERÍA MÁS POR MENOS,Papelería,Villanueva,4.6112675,-72.9269903,"Cl. 12 #9-58, Villanueva, Casanare",321 4734117,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=5YCvxRdu8GP0MH2fiMriNQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=43.359&pitch=0&thumbfov=100,
Multiservices TIN,Papelería,Villanueva,4.6122191,-72.9276585,"Cra. 11 #12-50, Villanueva, Casanare",314 4346377,,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWkbyd6Oz5TP0DBpdJfiKw5GGvEGdVuxogzjZDSMKr9MuxYuFMmMRCJoCxY7EFysz-1LdpuYC4lCiGeBe3w9VOO3nO7QMza4qER8w2mtFLVkEapVJBm7QIW7pDKZ-BhA9ahVCOH77aBKAzbd=w408-h306-k-no,
LA TENTACIÓN,Pizzería,Tauramena,5.018966,-72.74299,"Cra. 7 #126, Tauramena, Casanare",,,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWmXH4CW6bD8Om-7tfMiCahBOzmbARGzaF6EKp5nIYo9J-OQhhc0O5pOBm9Ox6XdMzso-CMjZ920AFlHnsC5SLbo2dvlWagHiEfZHcsuCNS7dKRGyZUmgG54ShLn704uRttvlHf2Wq5EOcCN=w408-h306-k-no,", Consumo en el lugar, Pedidos desde el automóvil, Entrega a domicilio"
La Perrada De Rodris,Restaurante,Tauramena,5.0152391,-72.7502834,"Cl. 4, Tauramena, Casanare",314 2828899,,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWm0ZyTfjqndKwEPJNupS4sb08xhMUKoxwSVQIOCblRC9V-1gGJrUFWeo1q7nu9yTwhir0WBPLt1q1QVyv3yzlicAdGenyxp9MUfrUVqdx_W9pGYh5N-ZREH4ztJ1QbpVPbuM0hr=w408-h244-k-no,", Consumo en el lugar, Para llevar, Entrega a domicilio"
AGUACATE VILLA ANTONELLA,Restaurante,Tauramena,5.102549,-72.7518853,"vía a Balcones del cacique, km 10, Tauramena, Casanare",312 5228420,,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWn5NEeE-Nab31DD4TnyKnmm04ganV7ilm58U0rxqPZSJ0M6CxZCUWNxFfpSdYuPhkBo6pu7gbcSKPcPWFNVmBkBAsspuzh9jKM4E-Gvx0dGkkhOqMKuNI-ELOZJYSuCdA7WDKF5snfGUvQD=w426-h240-k-no,", Consumo en el lugar, Para llevar, "
Restaurante Sabor Cundiboyacense,Restaurante,Tauramena,5.0105751,-72.7476587,"Cl. 2 #6186 6- a, Tauramena, Casanare",320 2331458,,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWmf6bSNqd0U55hE7UeN1O0AFK_vkJ3FUimp1rzvOnTHNBcTLrqwinANxRXdMyTjJT70TaMZkfbosDLxmD9eqXgRcjlmG3g6Xs2GuhChaSuNfrJRiOpUJdcsgv8EQVjOFWCAc10=w408-h544-k-no,", Consumo en el lugar, Para llevar, Entrega a domicilio"
Restaurante Zona D,Bar,Tauramena,5.0755625,-72.7579375,"36GR+6R, Tauramena, Casanare",310 7734116,instagram.com,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWnTc0PzBeS7maggVlXkbJ6CRhrHgsNQU307et3vex-JeVu2ToPHhsy3-ojf6XDGdtjTm8fD_CzAoNczLFtB1X8d88lByUKD317vwDd7W5vAh464h8wyETALZ0Gb17eLevK3l0X3RufNGII=w408-h306-k-no,", Consumo en el lugar, Para llevar, "
EL GRAN FERRETERO,Ferretería,Tauramena,5.0138066,-72.7517343,"Cra. 12 #2-34, Tauramena, Casanare",,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=COQT2p9cigLJEy5CJpa-1A&cb_client=search.gws-prod.gps&w=408&h=240&yaw=141.66823&pitch=0&thumbfov=100,", Entrega a domicilio, "
Perfiles y Figurados CAIN,Ferretería,Tauramena,5.3176846,-72.4041431,"Cra. 5 #40-63, El Banco, Yopal, Casanare",320 3401569,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=OlhiSRJO-QfK4MrRaWPzEg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=84.48714&pitch=0&thumbfov=100,", Entrega a domicilio, "
FERRELECTRICOS CENTRAL,Tienda de artículos para el hogar,Tauramena,5.0169729,-72.749606,"Cra. 12 #627, Tauramena, Casanare",314 3335564,ferrelectricoscentral.com,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=oVw8bgFTtoCj26sI_rXz0g&cb_client=search.gws-prod.gps&w=408&h=240&yaw=158.8633&pitch=0&thumbfov=100,", Entrega a domicilio, "
Ferretería La Solución Efectiva S.A.S.,Ferretería,Tauramena,5.0179852,-72.7436479,"Cra. 7, Tauramena, Casanare",315 4092330,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=7bcYeasRC4iqI6bfU0lNuw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=93.02969&pitch=0&thumbfov=100,", Entrega a domicilio, "
La Plomada s.a.s,Ferretería,Tauramena,5.0211973,-72.7404044,"Calle 17 # 4 - 15 Calle 17 / Avenida ParkWay #Diagonal 17, Tauramena, Casanare",310 7593046,,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWkvPKJkhomwqWNi2Y4g2zq-Zr7d47jHhnx-995Gb1TM2d5bs-pA1gGRKLzodyfYHSCMtiap1PhqS4ZtNfhTdUbClKNArMdQn5kTPraGot2XK9sLpWlThH96NeDrgKIUZodzQAq_=w408-h544-k-no,", Compras en tienda, Retiro en tienda, Entrega a domicilio"
Drogueria Mastranto.,Farmacia,Tauramena,5.0192018,-72.7479927,"a 8-164, Cra. 12 #894, Tauramena, Casanare",,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=yupFkSdt-HGMXOesvXoF0g&cb_client=search.gws-prod.gps&w=408&h=240&yaw=124.15869&pitch=0&thumbfov=100,", Entrega a domicilio, "
Drogueria Santillana,Farmacia,Tauramena,5.0186309,-72.7524764,"Cra. 16 #62 a 6-134, Tauramena, Casanare",321 4919481,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=9peRMEar-O_p90vVOphhiw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=92.328445&pitch=0&thumbfov=100,", Entrega a domicilio, "
la rebaja No. 1 DROGUERIA Centro Tauramena,"Tienda de comestibles, periódicos y medicamentos",Tauramena,5.0170157,-72.7517605,"Cl. 5 #14 - 35, Tauramena, Casanare",317 3004444,larebajavirtual.com,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWm_uKEMo5IhNNgVMITDeSF5nzeiFPf-8tiEqm5V3afpcn1Jx6abfNZ_k-86OhW-WaRa_3u-z4IatU3H0USFtefDrwfvvbLOVadT4x1prF-civt1aIOzok98AiEZxWIcJvigEr_G=w408-h330-k-no,", Compras en tienda, Entrega a domicilio, "
Drogueria La Primavera,Farmacia,Tauramena,5.0185387,-72.7390876,"Cl. 14, Tauramena, Casanare",,,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWk8u8nvHtP4nKL45GQOXF8dsfxTi9wZeQKdfRt5loNHSJLDXZ0P_fxvHcSeIpObPMfNenIErdYis9hSAsrIn-mO_YYNY1qPY149EhH_o6PNTOQpr2I8I-jyQ4OaUV4ROPM2VN4V=w408-h292-k-no,", Entrega a domicilio, "
Droguería Alemana,Farmacia,Tauramena,5.0166465,-72.7497922,"Cra. 12 #5-80, Tauramena, Casanare",310 3478935,tudrogueriavirtual.com,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWlKfQbbb84VRSP1VM7yDq1Ncf5SWJ-FqvdIf1ai51hZrVY7Qr86yw82GoHv0Zs_iMrDTjG6X2Ax6FFW_0oi7QqtRaLKjART9AVPPxkZI0oDhEqCuvatCbpFyDJ2aFg39z9SOmHq=w408-h280-k-no,", Entrega a domicilio, "
Mínimarket el más barato,Supermercado,Tauramena,5.0202932,-72.7423245,"Cl. 16 #6-12, 20 de enero, Tauramena, Casanare",312 5163947,facebook.com,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWlgC4Hu1kNR94K8-5gqEYHxozZGoBenaq68wUK4nEYYrAh7lC94r-MOUrowereCYpj-336YHL2kgJna0WoPvgEm173Mi7vj_wwxx5mwGdDUODQ5k6A0K5kv7rw5TXj0UM4VSHH7=w408-h306-k-no,", Compras en tienda, Retiros en la puerta, Entrega a domicilio"
Autoservicio Donde Ofe,Supermercado,Tauramena,5.0236727,-72.7505747,"Libertadores alto, Cl. 19 #15a - 15, Tauramena, Casanare",314 3437921,,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWlBK-ibw26hPkC9IQ1XyO0XjnfUsZyzJ92W8TfFau5Qy3wFSIiOI2RyhIQaYfzsNEOYBVIie8MGeZCDbOs2sD4kd40hYipesdgyspceW62OKByIZgKSuPJH9afGDS039oUVFPwO5A=w408-h541-k-no,
Las Burgers,Tienda de alimentación,Tauramena,5.0162716,-72.751233,"Cra. 13 #4 40, Tauramena, Casanare",350 2949762,,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWlK--kzSUllE_kL7NxSI0HjDuQl_rxjYOKWofdSmFCbjLoMKDaFvsiKq7lFx7bktdbdquAIdkWxQ7hO9fhZy4nImlLt6N5YyEUW4pMGGEVRhNwaP2Vy9U0pHfVK-ZHaFengTLjLUxT2DfQP=w408-h725-k-no,
Comercializadora El Dinde,Tienda de alimentación,Tauramena,5.0171109,-72.7534701,"Cra. 16 #3-62, Tauramena, Casanare",,,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWk6YclQ4mdjIJqKH_9U-bNewiiJFzqcwDmJ1Kd6Es-nAJr32WfgHmIEDJyYhwDniE8qNKU8XY6hkVC2hnLrhzvenkYFT3R2buczDP2Bk9jGA2zdBOifsYvVqmdipYZb17sXwM9f=w408-h306-k-no,", Entrega a domicilio, "
El Granero,Tienda de alimentación,Tauramena,5.0179047,-72.7437088,"Cra. 7 #8d-12, Tauramena, Casanare",,,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWnbf_uyDtHaPlg9tbLGHtqy_R5l52JPj7VecsDz_yTQDG7khkjF6DR2lidngdYXNNvVxocWld-Z3MZ9oEyCEUueWhXXhX34yqIsEzeBSskNTWB-2mV-LSvUoiVebpcQ-8mqYXD9skGTRJS8=w408-h408-k-no,
Taller el Desbare,Taller mecánico,Tauramena,5.0097052,-72.7466452,"Cl. 2 #5-8, Tauramena, Casanare",,,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWkwZ3r5OvcBWCEEgZH4bjFgCjBqsD8kV7PVlH6N1arB5Y16CM_iMA1QU5nYIvIecPzLJIt-EC2uOfV9Yy_LFHx6wOsXsWNhi5uegyhbPGF7-lnuRQKwj1oVSpjv2B7cf9c54wAR=w426-h240-k-no,"Taller el desbare, No hay opiniones"
Tallet mecánica automotriz,Taller de reparación de automóviles,Tauramena,5.0126807,-72.7459186,"Cl. 4 #6-152, Tauramena, Casanare",316 5409067,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=BVSV6VdSF1cqecPdjAWb7A&cb_client=search.gws-prod.gps&w=408&h=240&yaw=32.509277&pitch=0&thumbfov=100,
CHEVIGNON TAURAMENA (OMB),Tienda de ropa de vestir,Tauramena,5.0185002,-72.7500532,"Cl. 7 #13-26 Local 2, Zona Centro, Tauramena, Casanare",320 9572173,,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWkCFlz8E_zh9RcbndfAdpAFltPpel8Cm6K51v9IDoJ19vzmWzmSXM5QjcnDtHiPjGFelM_tZET7-USDintAfTVlyswgac4kl2Ckk5MQVzrHF5izdXbO9wYoOWkKCm1s0B8G-FbfHyx8QHI=w408-h612-k-no,", Compras en tienda, Retiro en tienda, Entrega a domicilio"
Trébol🍀 Shop,Boutique,Tauramena,5.0215292,-72.7482117,"Libertadores alto, Dg. 17 #13-24, Tauramena, Casanare",314 2375289,,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWmcYY1DlZNiUdK7EENUm4QVOlGVlKhzFyS6MxR38ASDowi9lDAisekMZ9xiGOeZV7N3ACn6ii-35fW1nymPHviGmB5ntV0sZylU_ZHWiuAtE71JKpP1aAb6kJlXZ_f6uvmnm5-Dn5EtUr7b=w408-h544-k-no,
BOUTIQUE MODA PLUS,Tienda de ropa,Tauramena,5.0156292,-72.7512205,"Cl. 4 #12-73, Tauramena, Casanare",311 5914782,,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWlssJ8RuJUBZGgHJ9gzs6Am34K9-e0UP4b2OAAxbhXlek_iTN_hxirDTnxjStM8k_DMHKoGVXT4DL6fHRDgXO_hvLa5dZA3oCzabohG_QfPqSycLEXsSKBti9NfZOl9mLSIvgkL=w408-h306-k-no,", Entrega a domicilio, "
La tienda socialeros,Boutique,Tauramena,5.0195171,-72.753967,"Cl. 6 #17-61, Tauramena, Casanare",300 2661578,instagram.com,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWmykAO0lU9N1ATPv9gK6qaLdJe3RY6IP-0mYX7BUPNJXx3LmjkoULxR66x-SNhOiS6bjcdysAcIik1Moq_XxLmUVlYGZRgmX3jVK3yFyMrVXQWtnEIZc6qyyVsJ1YDz5MuQei2l=w408-h300-k-no,", Entrega a domicilio, "
@pilpavtienda,Tienda de ropa,Tauramena,5.0099051,-72.747387,"Cra. 6 #1A -14, Tauramena, Casanare",310 5552909,,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWnFmz5-djy7h529I7sHHARZfWmj2F2wZk70r09m6a9zgsEG5YAw9OEVvUaDVy52icK0DYk2rRJUurpu6KystnuF-o7I-4FpkCSohCI2IdLAyUhl9Ren8rSBW6EsFHfdyWaTNQuX=w408-h408-k-no,", Entrega a domicilio, "
Papeleria Amiga,Tienda de regalos,Tauramena,5.0178192,-72.7508164,"Cra. 14, Tauramena, Casanare",,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=4J88OL20kJizyvLaLlowbg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=67.77649&pitch=0&thumbfov=100,", Entrega a domicilio, "
Papeleria R. T. S Offis,Tienda de regalos,Tauramena,5.0183111,-72.748938,"Cra. 12, Tauramena, Casanare",,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=9k3vRE8J4SO5BvBpUru8PA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=342.41943&pitch=0&thumbfov=100,", Entrega a domicilio, "
Cacharreria Yuly Tauramena,Papelería,Tauramena,5.0152403,-72.7505114,"Cl. 4 #12-16, Centro, Tauramena, Casanare",311 2153254,,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWmhjTdK1k8lRH3GRduyyk5SW4dKVvjxm-w2E7bxl4irFtUnUPRP2_NJfk_KTm7KTHFP1Paz6vr_0_iTmeoW9ZX-w2EDMBATz1QuRqqhABAub6kSjmQmXmoQSj1FdpWR53fKOydcgg=w426-h240-k-no,", Compras en tienda, Entrega a domicilio, "
FamilyArt Papelería y Variedades,Papelería,Tauramena,5.0204237,-72.7395557,"Dg. 8 #3a - 46, Tauramena, Casanare",305 4300845,,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWnU8qs3b3W8jxy1gRM9UDYEDWIBCNGzGBIVnePYNFSZmj0To4BBgM7zshsP5ZSgYydOn8cZP00kUdqm5OFMh-35ah84O2qJJlGx8kh05JJVQcRUHTUwrhSgnPdpVKM7uxjk1HvP=w408-h306-k-no,
American Office,Comercio,Tauramena,5.0171948,-72.7511542,"Cra. 14 #5-54, Tauramena, Casanare",,,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWnUBkMTb2d51Llq3L-Bm0sR5U3cu4taMaSNbxB24uHevvywVwjBvG8WmLTQr1S4MTTJrpEK4X6Ewrh32Ub88xttcImQd8wtn7vWKcysIu9SnvoW5Y0jZebWwWu_rb7ct5TSnMCP=w408-h286-k-no,", Entrega a domicilio, "
LA MARTINA MONTERREY,Restaurante,Monterrey,4.8777267,-72.8937697,"Cl. 18 #7-56, Monterrey, Casanare",320 8357739,publicaton.com,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWljKLa9c9GLxV5jwLCs0kYlIFH0wVsNEmYCIldXineq2k9b6Y9Ak1N8fa99LDu9tdBDal3OXdjF05-ZW-R7Fiufl1rqAZKdUB9MOUj9MDX1bJ7UKkDWDA8mCNcoO5qFF0c1fFyI=w408-h306-k-no,", Consumo en el lugar, Para llevar, Entrega a domicilio"
Entre Sabores,Restaurante,Monterrey,4.8788257,-72.8963593,"Cl. 18 A #11-63, Monterrey, Casanare",319 6359410,,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWmTBmVTIraEdU-2lGkuL9CNyUHQn8mhVdKyCKXWAH674zoqpoyi2bz0rfcNWBIGzCZJwj2yox5q7awfYh0QOwt0_X0kx5k50mJEhcO6TLx3nbjbOLDCq5lEFPrKP7aSxDYPG6BOsBfAjcw=w502-h240-k-no,", Consumo en el lugar, "
Asadero El Guatecano,Restaurante,Monterrey,4.8812045,-72.8887325,"Monterrey, Casanare",311 8028144,,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWmAauvGBJxP5NhBtzmXkB9W4I-uosQtG4Yb-4XqYWkur71AXWhT7kpaOf8avt79_xDu0edUZmhP0OQxkDhL5p0I4W7K1l0VpFIpvULA2xOi5xYiHDTBkSAnpGQJHRk8d-TsxvxX=w408-h306-k-no,", Consumo en el lugar, Para llevar, Entrega a domicilio"
Ahumados Barril & Parrilla,Restaurante,Monterrey,4.8796563,-72.8954321,"Cl. 19 B #10-39, Monterrey, Casanare",322 3117747,,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWlmLEDbav4My-9o2yV7prPuGyuDouG7ApKeLumNiIv1Sp6IudMPjOcTeElbPAr2PlCEHkzDGgLEU6zJBRpKUDwOwnDD9rsMfL_Xz7sbhJAcf8EcOBfE_00prVgq4z6sE3ZGsf50LQ=w408-h306-k-no,", Consumo en el lugar, Para llevar, Entrega a domicilio"
De La Casa - Sabor Artesanal,Restaurante de comida rápida,Monterrey,4.8785474,-72.8976705,"Cl. 18 #No. 13 - 05, Monterrey, Casanare",322 3345553,,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWm3WrS5WFmoWXRmaTMpqvD6SuyFN_CThzrcap2Wu9LAPxHRcPjCTszK_RikW1yUNOsTXlXX7wqUybLHeZFh187J5RLuJ9H65Y8eHJ-hcdeUCWncda2mqxLk7ojEor19OP_YqF0v=w408-h544-k-no,", Consumo en el lugar, Retiros en la puerta, Entrega sin contacto"
Ferretería Solimpor,Tienda de herramientas,Monterrey,4.877286,-72.8909565,"Cl. 18 #4-12, La Primavera, Monterrey, Casanare",310 7644505,,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWncD8HzoF35GV4sYYLlNwLyNQu-EUW9dMZM00MJmr6EchXOW_VmOy1GP4-urS_2QuwJrp2BBsB1oaZoo19FgGfgLL4YIkxok3ectdORahy1wNXXMEgxZNToDdjk8DueLSRjayU=w408-h544-k-no,", Entrega a domicilio, "
Ferreelectricos Sarita,Ferretería,Monterrey,4.8838591,-72.8949089,"Cl. 23 A #11-97, Monterrey, Casanare",316 3409817,,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWnaIug7bz2QHRGOSh-HEuYUdpVgcZnMFMtQAnCbGGLscuLYPHqPifqLZfbnbvXkwIPUVf50-1U4je10ZMugQDx-2qVdFy46YW2CoggL3KgciZYyY8RfupwGF9k_MwmJxjcjnXQmsg=w550-h240-k-no,", Entrega a domicilio, "
TORNIACCESORIOD,Ferretería,Monterrey,4.8762851,-72.8960244,"Cl. 16 #9-93, Monterrey, Casanare",,,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWnNJbUYzYM8955z8XQ-2_cX3UxhOoG7uHzJEuUfHhHHyNiuy1oWwuQoM8U_Bxw_JJ6liTXAkzhT9XFI2soH--x8Tkm1bRLPx8D8QpEbewQdLMCgFDOeCqE4qyG5_Ab0uRUcmWkUjcwp0-zj=w408-h299-k-no,", Entrega a domicilio, "
Ferretería,Ferretería,Monterrey,4.875861,-72.8943706,"Villa Carola, Monterrey, Casanare",,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=YDtdkQgj6JrJPuRZymPAKA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=166.89389&pitch=0&thumbfov=100,", Entrega a domicilio, "
Servipinturas Del Llano,Pintura,Monterrey,4.877822,-72.895033,"855010, Monterrey, Casanare",304 3585791,,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWnBohm1OQdOC5iDk3MWxBqSGZde94KjaRTWR11WbDlSk80PWdr07tSssZOkemIs8yCNA9kaBz7WcCZXCFhSkUAXOJ6UNTfSa8hkncpDKlm10Af_RLS5Eau7d8UzB8UmdIixAkrz3Q=w408-h240-k-no,
Droguería servidrogas del Llano,Farmacia,Monterrey,4.8780874,-72.8963894,"Carrera 11 con calle 18 Alcaravanes, Monterrey, Casanare",323 7165185,,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWnZKHHhCceuT9Y61jfdQ2TxPvfGwlHWkDuOHNywUdLfQpy_odLUGL58ZzJMyHmrrhh8KFMB2K0RxvUaoya0djsLqsvZh3ZWJY9Ng2nNpdRWeV7vptqdfCN1c9vgSvbc3mPiuiDjbQ=w408-h306-k-no,", Compras en tienda, Retiros en la puerta, Entrega a domicilio"
Droguería FarmaSalud Centro,"Tienda de comestibles, periódicos y medicamentos",Monterrey,4.8778631,-72.895607,"Cl. 18 #09-105, Alcaravanes, Monterrey, Casanare",310 2778300,,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWnyTP6ydklXSSMk-eIy7uOKn2876WyL6BA7oNvnTbBiPDpXhr5rYgA6hRs68tary7GZHYiBNXzQ08zthTBbgwNY2Cb8eGWc2KvCsF_DlTeJ5oTq1sLAkEvUEEp3eww2PBgyNEpi7Q9kjMA=w408-h306-k-no,
