nombre,categoria,ciudad,latitud,longitud,direccion,telefono,sitio_web,imagen_url,servicios
DROGUERIA FARMA ORIENTE DEL LLANO YOPAL,Farmacia,Monterrey,5.3359321,-72.3937905,"Cl. 24 #20-11, Yopal, Casanare",312 6162565,es-la.facebook.com,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=OujViYzADwRBt-kEw0-OtQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=7.1698723&pitch=0&thumbfov=100,", Entrega a domicilio, "
DROGUERÍA MEDIFARM,Farmacia,Monterrey,4.8762437,-72.8975635,"Barrio Alfonso López, Cra. 11 #15- 09, Monterrey, Casanare",320 3467407,,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWkwJy8A9fgWSyROqZnDpPmu1xEF0HlSEVMcuAgQgVpylmr2fxXHCRuNhsUDy_H6my7bxASnJ-4URcbNutOU5vyPUo6ppodWho5Y6lsYixZXQFr-u4bPcrnBVl-sa7UdObsyW-iC2g=w408-h306-k-no,
Droguería los Trillizos,Farmacia,Monterrey,4.8823,-72.8947221,"Calle 11#21a37Monterrey, Monterrey, Casanare",302 2235120,facebook.com,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=O1dN_mLiVQpbM_q6511DfQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=222.3589&pitch=0&thumbfov=100,", Entrega a domicilio, "
Supermercados Piolin,Supermercado,Monterrey,4.8816849,-72.8946849,"Monterrey, Casanare",,,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWnrTbjeXsuN4f-uCmJKYnZc-24OVzDuOic45vmG7WjX8MzZuX7S46XFTAaKShKz7db2puyGQrgaOz0yK-hNFa6_JbMXvQauc0cCVUMc48HlcO_KBCBv7Fk3ONcFnijlYmmyPvTg=w426-h240-k-no,", Entrega a domicilio, "
Tiendas D1 - Monterrey,Supermercado,Monterrey,4.8787506,-72.8960378,"Cra. 11, Monterrey, Casanare",,,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWn8Fg1JLeZKOnDfTpjzuRYxY5fHAOFlvf0mAFpgfTsQmfAmpcymeZ6rOiapBfNt3OmH9WaHajtowCOAu-5GAd8KQKJ0-BJCqT8f42qMAqHE9JTnAZxW7va-QFYjn7nsxoGODQHv=w426-h240-k-no,
Autoservicio el Guadalupe,Tienda de alimentación,Monterrey,4.8726853,-72.8869936,"Cl. 13 A #1-40, Monterrey, Casanare",312 3638348,,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWn9It8kyAPvp5fA1sicXrTGhbPTs9WZFBeguqwLRtdmJ4iy1PHNtO47xYXdu_XO2nSseeUef-tCPn2_qAH7t-e1oXdx1fvuuYSIuXqJczZZ13xlcWeZ72t1W2HpVGF5NsbJeyDl=w426-h240-k-no,
Plaza de Mercado,Tienda de alimentación,Monterrey,4.875118,-72.895185,"Monterrey, Casanare",314 4623508,,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWmtPtVLGC-5QTU3HQVBSWzosSQZSl3pfitfI7uN3kdFo39at0s9fKXkNyWEtVSMxpmTVsXjSo_ohl92rSLHDwd2qnxfiODbgPgpl0j09a-KWOdCCFQWCApzY17QCk4AX9N5Romepw=w426-h240-k-no,", Entrega a domicilio, "
Tienda MANANTIAL de MARTHA,Supermercado,Monterrey,4.8796036,-72.8956436,"Monterrey, Casanare",311 2326116,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=XOASrMYX4V2DS_veeB6VUQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=104.36661&pitch=0&thumbfov=100,
Motomar,Taller mecánico,Monterrey,4.883487,-72.8938467,"Cra. 11 # 23 36, Monterrey, Casanare",312 4729562,,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWlDBPqLZYAjlK9RFkdkxlHCg4chzpd1j701QEI8FqEgl8YZ49t93gXb94RLBTgy6oWQjTrLvgRBgU1Ku7s19qo7EC2Qpy2YPn36i2bXJZp1jySSFs5OhmNWZ0FkQy9ufaHX_rYh=w426-h240-k-no,
Mecanicas,Taller de automóviles,Monterrey,4.8854192,-72.8975623,"Via Principal Monterrey #18-16, Monterrey, Casanare",320 2309625,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=6rPm_wMwWsrpKy4em5ogRw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=47.612335&pitch=0&thumbfov=100,
Taller Novoa Monterrey,Taller de automóviles,Monterrey,4.8771104,-72.8873509,"Aguazul - Monterrey, Monterrey, Casanare",,,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWneUKK5fkS6YK01QzeXW5VYbowZ3cXpa1LEsSFhY7ihIFnd7tZ8ZbvIS6TvtXtXD3KJZ-K6snZksvo6452sODeuPPM0YqfF4mKQdMtJZCxgZ93ft0UMOCdZro5FLHgRG1_hVMGX=w408-h544-k-no,
Taller libardo,Taller de reparación de automóviles,Monterrey,4.8767177,-72.8879223,"Cl. 18 #1-22, Monterrey, Casanare",,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=mHb2QV3qreQib3VhnL-a-w&cb_client=search.gws-prod.gps&w=408&h=240&yaw=357.93533&pitch=0&thumbfov=100,
Taller Premium,Taller mecánico,Monterrey,5.3353257,-72.3940383,"Cra. 20 #24-44, Yopal, Casanare",320 4304562,tallerpremium.net,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWlFXq369ZkEDBBRPedjPPYNJAR-z5axobNkSUrDmrPMjKhL4dnNrYtU4hm6gli7D04QoLa6M1_3TEQGT1lC4tIAA_P7tFmN55_aXLRy73DiR3zKoeyXxxyztihwlV7FlwEKVGP-t4sGH74=w647-h240-k-no,
Almacen Jaider,Tienda de ropa,Monterrey,4.8777087,-72.8936095,"Monterrey, Casanare",311 2646204,,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWnjogOBAuqZE4mxXwFUKqljvoyrRELlghJMOfjmvVdLqo1LZ4MzyG--52oFQfEcS6ZlGM0yfgze26WjPBEUfuCGyFO9LP2c9gxgA8uU3vvTqyHgZhjqAoSvEfuRbZfnhM5RohNQ=w408-h543-k-no,", Entrega a domicilio, "
La Boutiq,Tienda de ropa,Monterrey,4.8779758,-72.8951338,"Cra. 11, Monterrey, Casanare",,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=SmVrR_y2i03rhQC8484D_w&cb_client=search.gws-prod.gps&w=408&h=240&yaw=33.481293&pitch=0&thumbfov=100,", Entrega a domicilio, "
KOAJ - Monterrey,Tienda de ropa,Monterrey,4.8775711,-72.8936031,"Cl. 18 #7-21, Monterrey, Casanare",,,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWmpzm1lYs0TG4chAPUzh4XywLuMDV439s-404orUGlYtI_-8YgiOdfosQl9Q3XRbTtP9mVCS1xaOAPuJ2klKIFnQ4UfMtEPGN0jpmMba5NmXyldFEYjUK1MkEwdi55IyMBlm-wtbw=w408-h306-k-no,", Entrega a domicilio, "
Tienda de ropa Inspiración boutique,Modista,Monterrey,4.8792402,-72.895812,"Carrera 2 #número 17 53, La floresta, Monterrey, Casanare",305 3619291,,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWmtpckyzda3KWpvBKNXvyOwoyStQp4Hwlm6tYH25cZ1Sr4YxhIIxhsiWZifLng8ckCH_yOlbGWtgDW37uKi8oIGDxxWAHpNuj8Dbfwkf5nJ6-cLnxe6PrAdILO0fE0Bvsag8lLcTgOOa7b8=w408-h544-k-no,
Almacén tendencias venta de ropa urbana y motos,Tienda general,Monterrey,4.8776907,-72.8943857,"Cl. 18 #893 a 825, Monterrey, Casanare",,,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWnpuqqdUTgk8KyGbGMD-PDAFRuOmAsz2ya9pLoVMbZ1RUEMJKp52gSyczaAhNpQXcSRQ-dRdotLv80Z7tqeEhPuyOt6RxBHRbfvrZl2SpKZg-9ZiFxi0KHZBPvFBkrRhADkxOCs=w408-h306-k-no,"Dotaciones y Servicios Industriales del Llano SAS, No hay opiniones"
Papelería Papirus,Papelería,Monterrey,4.876289,-72.892712,"Monterrey, Casanare",312 5922828,,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWmsiv3yW4KM_EoE6FSW6i_eYV9uqOn8fByWRpupXsdfFnQTgi8bKH86d5R9gBXdaWrD66mB8GL53Q9tT-CsyL4xD9XWjuhhOVe2sPK5xdnhwU7fNzgY8a43qCmPeCwf6b7x84xmEg=w408-h725-k-no,", Entrega a domicilio, "
Papelería LJ SOLUCIONES,Papelería,Monterrey,4.8835118,-72.8941461,"Carrera 11#23-35, Monterrey, Villa del prado, Casanare",313 3442636,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=SNwEYLm7ilg_to3dG_s0kg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=280.16266&pitch=0&thumbfov=100,", Entrega a domicilio, "
Papelería la 18,Papelería,Monterrey,4.8779789,-72.8958755,"Cl. 18 #9-99, Alcaravanes, Monterrey, Casanare",313 8575009,,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWmOBTTpeccXtpJ7lobmjnz7rxKjrXnTAq_cEFSy6jMN12U-RE9Tw__uW5V6zzdWbOn71HXzdmcAGsTAi88akS4TRKNl0IcIU8tvLoIUZcZnGEWJQgv7NXTuil5BjU4vPprM9cmk6A=w426-h240-k-no,
Tienda Y Papelería Día o Linn,Tienda de alimentación,Monterrey,4.8846941,-72.8936554,"Monterrey, Casanare",321 9816612,,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWnhD1du9KijloptBIasFVkKUyMUwvXHTmJYlbVPRB-4-Ecd_2fnTYN2fDxdyBmB_cviFgfj-Ndg34MUYZx90YMNuXT797rdx4-PyevGku9XD3kZmQ-IqyMpb9d3Yfsh2uwbku65LQ=w408-h306-k-no,
Papelería,Tienda de regalos,Monterrey,4.8765771,-72.8944373,"cra 8 #calle 16, CENTRO, Monterrey, Casanare",,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=n-89il096IqNtMAs9jXhIg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=253.05975&pitch=0&thumbfov=100,", Entrega a domicilio, "
boar hat,Restaurante,Paz de Ariporo,5.8714817,-71.9002938,"Cra. 10 #6 sur, progreso, Paz de Ariporo, Casanare",310 5521348,boarhat.ola.click,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWlXCC7lj0RuTkkGdmYPzxG_4PjlkwUobJ_SGsnKAobh5sHw3xl-K0iHpOXSWktVL9U6OB9gGYNtUwxQhp-nPnzXdh5Vw5SOBextG0eivtPehV1HiD16bKVA_6Rsv6SHFJvbL0Hn=w408-h544-k-no,", Consumo en el lugar, Retiros en la puerta, Entrega a domicilio"
Piqueteadero el Bambú,Restaurante,Paz de Ariporo,5.8847108,-71.9016251,"Paz de Ariporo, Casanare",322 3958052,,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWnYN6EZR9m4tWE51iPoh7VONAdEyyKGdePU9C5Nig5VAsd42sMZM1dC9Z04KGDzRxOSWJKqNRITB5ThGdSOQu8ijIpAtL9HCXZk-h5wckKTC1TuuBoFxcQp_c-YeRNEJUiqUO0c=w408-h544-k-no,", Consumo en el lugar, Para llevar, Entrega a domicilio"
Barbass Cafe Restaurante Bar,Restaurante,Paz de Ariporo,5.8780119,-71.8950919,"Cra. 9 #5 48, Paz de Ariporo, Casanare",320 9999158,,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWk14MdL4Py-aCoyFxy8ah2vmNJ1Pd5G6zuOFyfhvIAQR6mQaFKFz21OrrKMKlOY2cH17-Iz0zeglFcQH6LCw03R7pCL1FaBfOgWYNG6nSv4VWhYDfLq_wsfD2MYa61LEvRxFcQ3=w408-h317-k-no,", Consumo en el lugar, Para llevar, Entrega a domicilio"
Moon Dogs,Restaurante,Paz de Ariporo,5.879706,-71.896812,"Cra. 11 #6 - 37, Paz de Ariporo, Casanare",312 6079255,,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWn_cc8XenxpXzrtrdCt-J4XEWeiJZcilEbhhw2nhWrmNgaf4jjpURUroghqOrlSgyU7FpYOhDJ-R0J-3kKb0aelAv6DiqndXc1kOzIkeXtkGX93g_wJuqXBDMCPrw651QHqs8qP=w408-h306-k-no,", Consumo en el lugar, Para llevar, Entrega sin contacto"
Restaurante El Marinero,Restaurante,Paz de Ariporo,5.8808282,-71.8923542,"a 7-106, Cl. 10 #7-2, Paz de Ariporo, Casanare",320 7826848,,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWlnVZfB8NESDqUC1wCbFF2ftQB7yxKpAfDOJNZl__TBdNqA3TJTxAkh-idNpv4WwELxT3y70zwQyIeHDqv1cb01dMmb4EC575LJoISEhRbO2O1ht0eFoaRMmyABsdwf9L0j8Jto=w408-h306-k-no,", Consumo en el lugar, Para llevar, Entrega a domicilio"
SURTICONSTRUCCIONES FERRETERIA,Proveedor de materiales de construcción,Paz de Ariporo,5.8814704,-71.895734,"Cra. 11 #8-67, Paz de Ariporo, Casanare",312 4781602,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=azm5GfKyXE9ngAqjam9LNQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=337.0658&pitch=0&thumbfov=100,
FERREARIPORO,Tienda de herramientas,Paz de Ariporo,5.8764858,-71.8975871,"Cra. 10 #2-65, Paz de Ariporo, Casanare",317 7696481,,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWlb9N7Y8P7RGKC1VUZHLD3OWlWZSDgrMT5ecjFPw14abld13in1_6ZwDPL5me3_3BMsFekpzLRwtBSGdxl5jRpL_60H9F132-t-tMOQTwGp8ihwVFCcWycbhJoZt65bbszc8glSpLVYotnl=w408-h544-k-no,
Ferretodo Econorte,Ferretería,Paz de Ariporo,5.8729369,-71.8956353,"Cl. 2 Sur #6-32, Paz de Ariporo, Casanare",314 3575910,,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWnUlszfyeY02Hn78B0EmhRao5HtdnbPp4dHBUE_ZOYRybJZIJ8OruJR4xBXpKNfEWGBi-yREvYPptJMCBXjuSMGNsMb1lKY3RDjYGz8aLfvSDvN8z5Bh-cKq6ziukwsxn6t2Gay=w408-h417-k-no,", Compras en tienda, Entrega a domicilio, "
Punto Ferretero La Paz,Ferretería,Paz de Ariporo,5.8816627,-71.8955744,"Cra. 11 #893, Paz de Ariporo, Casanare",,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=1EyZWrHO7TbwlHwS25jTeg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=331.37253&pitch=0&thumbfov=100,", Entrega a domicilio, "
EVOLUCIÓN ONE,Ferretería,Paz de Ariporo,5.8804556,-71.8960316,"Cra. 11 #7-19, Paz de Ariporo, Casanare",,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=rmI8qM-nXkOxn88w9kgAug&cb_client=search.gws-prod.gps&w=408&h=240&yaw=131.41008&pitch=0&thumbfov=100,", Entrega a domicilio, "
Droguería Super Salud Plus La Paz,Farmacia,Paz de Ariporo,5.8822649,-71.8930269,"Cra. 9, Paz de Ariporo, Casanare",313 4166975,,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWkqOjOinAx0XOQJNzRXnMkMVGb2a1_4O1OQ7I7hNNnjdzGuht0mNSk3KakbOTZKYcLQ5xKHI19_Mdb90N18U9K9ntOvYyk4JeR8y4gHDODQkZTgyTzFGmiQbkVRANoskP_rxJtci81q5EFe=w408-h294-k-no,", Entrega a domicilio, "
Droguería Farmanare La Paz,Farmacia,Paz de Ariporo,5.8766183,-71.8970577,"Las ferias, Cra. 10 #3-11, Paz de Ariporo, Casanare",324 2253263,,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWkrtpC5JDKYBd2IlyiAnZWV6b9p_-KizMZ6OUQqSLgYwMuFRuacQW3ilhS9Q0lRm-gWmmTkd2tBNh2MG9uhMUPgK1F56-DHnhO3AF82xxq9_1i3zKddxCeNRnfEBSarJUlCSCpTzKPmv7Nl=w426-h240-k-no,", Entrega a domicilio, "
Drogueria Farmacor,Farmacia,Paz de Ariporo,5.8817488,-71.8921441,"Cra. 8 #1102, Paz de Ariporo, Casanare",,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=8mMjGh6kD7prhOSbZEHWBw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=128.5269&pitch=0&thumbfov=100,
DROGUERÍA DON ANDRES DE LA PAZ,Farmacia,Paz de Ariporo,5.8740132,-71.897519,"barrio El progreso, Cl. 2 Sur #8A- 18, Paz de Ariporo, Casanare",,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=YX7UnFbDRHfDt-MkoFcxOg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=343.2587&pitch=0&thumbfov=100,", Entrega a domicilio, "
Drogas Paz Del Llano,Farmacia,Paz de Ariporo,5.8817068,-71.8938925,"Cl. 10 #9-58, Paz de Ariporo, Casanare",310 8551037,,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWlEGxbEozww89gJA5NY1ueIQca6M5x7yKVKwuzT_vUQNSQg2EK-pVH1JvT-lHs86U5t2B0e6RCxqAFyl_TrgYOpJ3EUZDjWyQJzkckfswb9Nkfyjm3PdiOqk82UdHSloxTAeoVD7g=w408-h306-k-no,", Entrega a domicilio, "
Tiendas D1,Tienda de alimentación,Paz de Ariporo,5.8830435,-71.8928881,"Cl. 12 #9-32, Paz de Ariporo, Casanare",320 8417435,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=HfMnvjx2w8pZRQ_OhfpYhw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=106.73312&pitch=0&thumbfov=100,", Entrega a domicilio, "
Salsamentaria Express,Supermercado,Paz de Ariporo,5.8790608,-71.8939278,"Cra. 8 #7-1 a 7-107, Paz de Ariporo, Casanare",,,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWm-hpTnhYbTOGzuLEi6OnSRKEZtW-hCIJUxeJF1uKKl6o7GrIeO36cnuotEbL9wTdNNd40oHswoy7ZPchIh6bTgRXtcdcZFTwdy6CK1nOx7gaQJ_9RHLvJr8p3V92gr9p0ySJRcFQ=w408-h544-k-no,", Entrega a domicilio, "
pic paz de ariporo,Tienda de todo a 1 euro,Paz de Ariporo,5.3256203,-72.3935209,"Cl. 34 #15a 11, Yopal, Casanare",312 5231576,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=B1j1I2vTTcdFEls-re9Muw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=96.75955&pitch=0&thumbfov=100,
TIENDA LA CALIDÁD DEL NORTE,Supermercado,Paz de Ariporo,5.8829009,-71.8869098,"Cra. 3 #15-39, Paz de Ariporo, Casanare",314 4161013,,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWnhax26R_lRhgIWfFVOVBcczugdPLwmeL5159XptaEYXdQT_2Cgl_8WxwZz7dJgQqvZ_yrTdF2Db_Y8mdR0ztTdrCm_wlWtAWI3x_YKHwBoutjM__R6hPB11biVCRD5cWXv5i2c=w408-h544-k-no,", Entrega a domicilio, "
Merkaviveres Paraiso,Mercado,Paz de Ariporo,5.8880544,-71.8908437,"Cra. 10 #18-21, Paz de Ariporo, Casanare",312 3070541,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=sCv5mI0jgE-uSQeI7oTspQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=319.67142&pitch=0&thumbfov=100,
TALLER & COSAS,Taller mecánico,Paz de Ariporo,5.8784798,-71.897573,"Cra. 11 #4-49, Paz de Ariporo, Casanare",313 8149104,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=59-e46rfLIOwGGO-BAU2MQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=239.93971&pitch=0&thumbfov=100,
Taller Zambrano,Taller de maquinaria,Paz de Ariporo,5.8771698,-71.8772598,"Paz de Ariporo, Casanare",314 2995374,,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWmEyFbfIsloKG1N3ELEEdgGp9Unyr2xZvdFZ1NdLxcztK8SRBBOzcreEO8VG0WIIdvpn3YQ9cVON8Hp6AlYK4AFxz88VYzr_4M9xTGjLWCImd72mchnnh2YNAp_TMJnQK_Uvo7poxeDhLit=w408-h304-k-no,
"Auteco, Pa' su Moto Paz de Ariporo",Taller mecánico,Paz de Ariporo,5.8824679,-71.8952436,"Cl. 10 #11-21, Paz de Ariporo, Casanare",310 4508994,pasumoto.com.co,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWnDAN74MEE5cnQn4kVez7hoSBQouUEr-IR_DQCAgoOY7j9vABgVIMSTPCG5g5PmSlOBfi1cW8-lc7KwYOnXIcL0d_gzEz8HcOiMjywvMBzAFdk9ksd6TXRMoM2u1uUmO9mH7QJ7=w408-h272-k-no,
Servimos el Guerrero,Taller mecánico,Paz de Ariporo,5.8817439,-71.8959466,"Cl. 9 #11-48, Paz de Ariporo, Casanare",323 5038012,,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWmGPLIfw2wR42rpLLG1adRpQKvY_LWxmV1onklm2qFeFo-KNlihH5iCpnRYBAnH5SA-Wv5u6_P4Icg164Rdjg-15JaODblZUK_XYu6KwjXytYy5wWCRDIxM6BzKJzKdSSWSiqnE=w408-h306-k-no,
Taller el mago,Taller de automóviles,Paz de Ariporo,5.8869821,-71.8934073,"Cra. 12 #15-65, Paz de Ariporo, Casanare",,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=SxywqMkKx2H1Md3nD7UmGw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=303.58228&pitch=0&thumbfov=100,
KOAJ BASIC PAZ DE ARIPORO,Tienda de ropa,Paz de Ariporo,5.8805631,-71.8928085,"Barrio las villas, Cl. 8 #9-37, Paz de Ariporo, Casanare",(601) 2948999,koaj.co,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWkFQBqZ5cMu0vJVGxA4wn0Tp8ipp8dj3eHfoYU4V4H6snp_Q52IvrS6PIfuvguZ2QhgW0btbxDL9_prM3QLdOJvEqXO0UdrRL9_nK7oSVMTB92_VpBmDI8H0ULdj8Eu6ijQcWbuCw=w408-h306-k-no,", Compras en tienda, Retiro en tienda, Entrega a domicilio"
Moda Extrema,Tienda de ropa,Paz de Ariporo,5.8810634,-71.8949304,"Cra. 10 #8-55, Paz de Ariporo, Casanare",312 4448661,modaextrema.ueniweb.com,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=F87Xx5Yyqs5mPZqKxYv3LA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=301.59366&pitch=0&thumbfov=100,", Entrega a domicilio, "
Amalia boutique paz de ariporo,Tienda de ropa,Paz de Ariporo,5.8804253,-71.894193,"Cra. 9 #8 57, Paz de Ariporo, Casanare",320 4481697,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=qNTk6XXb8G3t0a6lCaqUcA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=273.32178&pitch=0&thumbfov=100,", Entrega a domicilio, "
Moda Cenit,Tienda de ropa,Paz de Ariporo,5.882897,-71.8898014,"Cl. 9 #8-52, centro, Paz de Ariporo, Casanare",317 3142870,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=ehCRTGfQvHCWuAmq6rH1Hg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=328.46234&pitch=0&thumbfov=100,
Boutique Almendra Siempre Trendy,Tienda de ropa,Paz de Ariporo,5.8772175,-71.8966864,"Cra. 10, Paz de Ariporo, Casanare",313 2721960,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=eq8QCZPKc5eGX18A0zu-yA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=120.291214&pitch=0&thumbfov=100,", Entrega a domicilio, "
Misceláneas Bacatá,Papelería,Paz de Ariporo,5.8798842,-71.8939719,"Las villas, Cl. 8 #8 64, Paz de Ariporo, Casanare",320 8179093,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=R9G4mwdMDobTebZPjPgp8g&cb_client=search.gws-prod.gps&w=408&h=240&yaw=35.982403&pitch=0&thumbfov=100,
Papelería y Variedades Nanys,Papelería,Paz de Ariporo,5.8829504,-71.886894,"Cra. 3 #15-45, Paz de Ariporo, Casanare",310 6716933,,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWkE85XwBXC1wYF9MXViF4yVioiESrBPOgMJHxNMPojy7onfE06Tf3EYjRodmQju0ZKUBT8MNBuAXR7sPn-VAFdf3tEpGUjwfyn6l7S3O1H11GxN5M6O4G2KCzsefeWAVQN5Ch1_vg=w426-h240-k-no,", Entrega a domicilio, "
Papeleria Zafiro,Papelería,Paz de Ariporo,5.8779056,-71.8959419,"Cl. 5 #954, Paz de Ariporo, Casanare",,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=aDwz5mCev3iBP0ED_5ROLw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=44.906925&pitch=0&thumbfov=100,
SERVICOPIAS PAZ DE ARIPORO,Papelería,Paz de Ariporo,5.8816505,-71.8958058,"Cl. 9 #11-27, Paz de Ariporo, Casanare",6373668,,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWk6YIhHh2vR6-uy9vRzkK3VCCvSzQ51iDEAGS8dhQI7t_v8Gn7yNkYtrqOj3v2Py0cYq-RVR-TzNorEjNBotIQT8N8_tlc1XqkGXm0Hv21R2wDETsp_AZ53e-aFKgP24Cl-csUWUQ=w408-h545-k-no,", Entrega a domicilio, "
Kikos Papeleria PZA,Papelería,Paz de Ariporo,5.8852431,-71.8921471,"Cra. 10 #14-62, Paz de Ariporo, Casanare",311 8101449,,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWm8iHbqdCIimL4YX9vGxzzSAylGsU0uI-F9_u4PwOMJin3Uqrcz1aPMtxNJqOB48UsTkQQeHC8lnbxJDSBEOA64YlvQg9-A-fHe091BmuFPUWB4Ed8Hi93mOIrPFJVT55aQJEOIg_TElERm=w408-h1230-k-no,
Ibiza Restaurante Bar Trinidad,Restaurante,Trinidad,5.4071968,-71.6641069,"Cl. 7 #1-75, Trinidad, Casanare",312 3497901,,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWn-1aMFwwqhtwrdzI5X1gBdULouTi4pj3whtuMOBL8UlAgJlrS4h6nUjLcNefippTOQQw9XhcB-BAxKIcWjpj59VX9zciD_lVYk8K9XoBBF_FrmbjBqeGOUhIaEWhyD07FK-FHc=w408-h306-k-no,", Consumo en el lugar, Para llevar, Entrega a domicilio"
Restaurante La Orejana,Cafetería,Trinidad,5.4058674,-71.6621041,"Cl. 4 #3-19, Trinidad, Casanare",312 5542704,,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWmPcLbfZH-6-hqFPSFQFn0btTfANof8sB5y_FvPc39h92QJo2qzt6INzy8DLCLeWsgNYHEW-6uy7a3CaE8jqWV-8RIT-HDa8v-gA9nhI4W8FrDeMpuLygcKW-5ocHhFaVXahXZUAg=w408-h302-k-no,", Consumo en el lugar, "
Rochy Mar,Restaurante especializado en barbacoa,Trinidad,5.4089719,-71.6595811,"Cl. 6 #735, Trinidad, Casanare",,,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWmYSJMiqjG5efdRsRwPq9_PYemqw7Xqc4egIoprn5niP2aHHy2rgde9ejdrq7RS6HxixIDTHZDWR31nB06yqC66WsLYPHoW_l6OIr4nRtuvVH8Cav1e1FysOBSvtea1jxkzYGaIDdua10ZU=w408-h272-k-no,", Consumo en el lugar, "
