nombre,categoria,ciudad,latitud,longitud,direccion,telefono,sitio_web,imagen_url,servicios
Variedades chicos & chicas,tienda de ropa de hogar,Maní,4.8131661,-72.2844493,"Cra. 2 #15-77, Maní, Casanare",,,,
Todo A 6.000 Y 12.000,tienda de ropa,Maní,4.813887,-72.2833759,"Cl. 3 #1527, Maní, Casanare",,,,
TIENDA DE ROPA DUQUE & GAITAN,tienda de ropa,Maní,4.81563,-72.2844583,"Cl. 17 #3-55, Maní, Casanare",,,,
Papeleria Santa Teresa,tienda de regalos,Maní,4.8114811,-72.2823496,"Cl. 13, Maní, Casanare",,,,
Papeleria Acuario,tienda de artesanías,Maní,4.8140232,-72.2835539,"a 15-109,, Cl. 3 #151, Maní, Casanare",,,,
TesorosdeColores,papelería,Maní,4.820392,-72.2849631,"Cl. 21 #6-10, Maní, Casanare",,,,
Papeleria y Variedades Lamiz,papelerías,Maní,4.8139575,-72.2846818,"Cra. 2, Maní, Casanare",,,,
Papeleria Maniceñita,tienda de artesanías,Maní,4.8164942,-72.2844224,"Cl. 18 #32 a 3-160, Maní, Casanare",,,,
Restaurante la CATRINA,restaurante,Sabanalarga,4.8545596,-73.0403436,"Cra. 6, Sabanalarga, Casanare",,,,
Chicken broaster,restaurante especializado en pollo,Sabanalarga,4.8549543,-73.041207,"Cl. 5 #7-35, Sabanalarga, Casanare",,,,
NATIVOS,restaurante colombiano,Sabanalarga,4.8518297,-73.0408113,"Cra. 6 #2-05, Sabanalarga, Casanare",,,,
Amantes del Sabor,restaurante,Sabanalarga,4.8540874,-73.0410641,"Calle 4 # 6 -22 3125969625, Sabanalarga, Casanare",,,,
Farma Ross,farmacia,Sabanalarga,4.8554711,-73.0406231,"a 5-108, Cra. 7 #5-2, Sabanalarga, Casanare",,,,
FarmaSabana,farmacia,Sabanalarga,4.8559102,-73.0396744,"Cra. 6 #6-74, Sabanalarga, Casanare",,,,
Tienda Los Naranjos,tienda de alimentación,Sabanalarga,4.8571781,-73.0381956,"cra4#8b21, Sabanalarga, Casanare",,,,
Tienda Juan Perez,tienda de alimentación,Sabanalarga,4.8519728,-73.0404197,"Sabanalarga, Casanare",,,,
Autoservicio La Paz,supermercado,Sabanalarga,4.8549,-73.040785,"Cl. 5 #62 a 6-72, Sabanalarga, Casanare",,,,
HIPERLLANOS SUPERMERCADO,supermercado,Sabanalarga,4.8540601,-73.0410279,"Cl. 4 #6-15, Sabanalarga, Casanare",,,,
Autoservicio Surticamp,supermercado,Sabanalarga,4.8541271,-73.0409989,"a 6-75, Cl. 4 #6-11, Sabanalarga, Casanare",,,,
Taller motos,taller de reparación de motos,Sabanalarga,4.8561164,-73.0401187,"Sabanalarga, Casanare",,,,
TECNITORRES,taller mecánico,Sabanalarga,4.7443843,-73.0047042,"Sabanalarga, Casanare",,,,
Papeleria y Variedades ISABELLA,papelería,Sabanalarga,4.7472285,-72.9993827,"Centro poblado Aguaclara, Carrera 5 #2 - 56, Aguaclara, Sabanalarga, Casanare",,,,
Papeleria FESDA,papelerías,Sabanalarga,4.8191933,-73.0721567,"San Luis de Gaceno-El Secreto, El Secreto, Sabanalarga, Casanare",,,,
Restaurante & Bar - Don'D Murillo,restaurante,Támara,5.8302631,-72.1621869,"Cl. 6 #2-2 a 2-42, Támara, Tamará, Casanare",,,,
Cooperativa De Caficultores De Tamara,oficinas de empresa,Támara,5.8298949,-72.1642525,"a 5-68, Cl. 6 #5-2, Támara, Casanare",,,,
Restaurante colonial,restaurante,Támara,5.8294703,-72.1632752,"Cl. 5 #9-25, Támara, Tamará, Casanare",,,,
El buen sazón tamareño,restaurante colombiano,Támara,5.8303245,-72.1619316,"Principal de, Támara, Tamará, Casanare",,,,
Café Támara ~ Artesanal,cafetería,Támara,5.3445263,-72.4004555,"Cl. 12 #18-39, Yopal, Casanare",,,,
Ferretería J.J. Fercom,ferretería,Támara,5.7303368,-71.9988506,"Pore, Casanare",,,,
Viveres Doña Elena,tienda de alimentación,Támara,5.8287834,-72.1628444,"Cra. 4 #320, Támara, Tamará, Casanare",,,,
Distribuciones Tamara,supermercado,Támara,5.8296436,-72.1630064,"Cra 9 #5 - 04, Támara, Tamará, Casanare",,,,
Supermercado Disfruverts,tienda de alimentación,Támara,5.8293839,-72.1629866,"Cra. 4 #430, Támara, Tamará, Casanare",,,,
TIENDA LA BENDICIN DEL TABLN,tienda de alimentación,Támara,5.7358356,-72.1027742,"Tamara, El Tablon, Tamará, Casanare",,,,
PUNTO RENAULT YOPAL,taller mecánico,Támara,5.3313317,-72.4079903,"Cl. 24 #6-76, La Campiña, Yopal, Casanare",,,,
Ribera Automotriz,taller de reparación de automóviles,Támara,5.3375636,-72.3949714,"carrera 20#21-70, Yopal, Casanare",,,,
Talleres F.c Mantenimiento De Maquinaria Pesada,taller mecánico,Támara,5.3072133,-72.4038003,"Yopal-Guarataro, Yopal, Casanare",,,,
Servicell Tamara,comercio,Támara,5.8295117,-72.1632402,"Cl. 5 #19-15, Centro, Támara, Tamará, Casanare",,,,
Tienda D Y D,comercio,Támara,5.8297086,-72.1630647,"Cra. 4 #492, Támara, Tamará, Casanare",,,,
Señora Sara Calzado e impresión,tienda de botas,Támara,5.8279998,-72.1641238,"Tienda de calzado, Cra. 4 #4-09, Támara, Tamará, Casanare",,,,
Almacen Nuevo Dia,comercio,Támara,5.8298554,-72.1631846,"Cra. 4 #529, Támara, Tamará, Casanare",,,,
Restaurante Flamas Parrilla,restaurante,Hato Corozal,6.1601673,-71.7612657,"Cl. 14 #6-71, Hato Corozal, Casanare",,,,
Restaurante VAMOS ONDE CIELO,restaurante,Hato Corozal,6.1582415,-71.7708476,"Urbanización las Cayenas, Cra. 16 #8 77, Hato Corozal, Casanare",,,,
Restaurante Los Libertadores,restaurante,Hato Corozal,6.1543499,-71.773266,"Cl. 4 #17-2 a 17-98, Hato Corozal, Casanare",,,,
LA ESTACIN RESTO,restaurante,Hato Corozal,6.1536728,-71.7730828,"Cl. 3 #18-26, Hato Corozal, Casanare",,,,
Tercer Tiempo.,chiringuito,Hato Corozal,6.1530207,-71.7671858,"a 11-104,, Cl. 4 #112, Hato Corozal, Casanare",,,,
BERAKAH CERAMICAS Y TERMINADOS,ferretería,Hato Corozal,6.1591332,-71.7703686,"Calle 10 No. 11 - 46 Barrio 20 de Julio, Hato Corozal, Casanare",,,,
Ferretería Napoleón Rodriguez,tienda de herramientas,Hato Corozal,6.1585367,-71.761073,"Cl. 12 #6-04, Hato Corozal, Casanare",,,,
Ferretería Soluciones el Gavan,ferretería,Hato Corozal,6.1543298,-71.7658744,"Cra. 11 #6 38, EL PROGRESO, Hato Corozal, Norte de Santander",,,,
Ferretería PROFAS,ferretería,Hato Corozal,6.1522234,-71.768853,"252010, Hato Corozal, Casanare",,,,
Ferrelectricos Merchan´s,ferretería,Hato Corozal,6.1568235,-71.7652137,"852010, Libertadores, Hato Corozal, Casanare",,,,
Droguería Familiar D.M.,farmacia,Hato Corozal,6.1561082,-71.7663834,"Cra. 12, Hato Corozal, Casanare",,,,
Droguería Álvarez,farmacia,Hato Corozal,6.1590714,-71.7634198,"Cl. 12 #935, Hato Corozal, Casanare",,,,
DROGERIA COROZAL.PLUS.S.A.S,farmacia,Hato Corozal,6.1590651,-71.7636001,"Cl. 12 #9 49, Hato Corozal, Casanare",,,,
Drogueria Piedemonte,farmacia,Hato Corozal,6.1526404,-71.7676701,"a 11-104, Cl. 4 #112, Hato Corozal, Casanare",,,,
Droguería El Regalo,farmacia,Hato Corozal,6.1583748,-71.7609422,"Cl. 12, Hato Corozal, Casanare",,,,
Placita Corozaleña,tienda de alimentación,Hato Corozal,6.1563435,-71.7664937,"Hato Corozal, Casanare",,,,
SUPERVIVERES LA VIA,supermercado,Hato Corozal,6.1575003,-71.7661802,"Cl. 10 #11-7 a 11-1, Hato Corozal, Casanare",,,,
Supermercado san sebastian,supermercado,Hato Corozal,6.1590311,-71.7632779,"Cl. 12 #9 15, Hato Corozal, Casanare",,,,
Supermercado Eans,tienda de alimentación,Hato Corozal,6.1501983,-71.7694765,"Hato Corozal, Casanare",,,,
Fruviveres Eko-Max,tienda de alimentación,Hato Corozal,6.1510343,-71.7691699,"Cra. 11, Hato Corozal, Casanare",,,,
TALLER MECÁNICO AUTOMOTRIZ,taller de reparación de automóviles,Hato Corozal,6.1511595,-71.7690974,"Cra. 11 #13-46 a 13-180, Hato Corozal, Casanare",,,,
efecty progreso,tienda de ropa,Hato Corozal,6.157674,-71.7662617,"Cra. 12, Hato Corozal, Casanare",,,,
Almacén Y Variedades Isabella,tienda de ropa,Hato Corozal,6.1584041,-71.7612417,"Cra. 6, Hato Corozal, Casanare",,,,
El Roperito HTZ,boutique,Hato Corozal,6.1559224,-71.7727217,"Cl. 6 #carrera 19, Hato Corozal, Casanare",,,,
MariaE Boutique,tienda de ropa de mujer,Hato Corozal,6.1566758,-71.7664236,"Cra. 12 #10, Hato Corozal, Casanare",,,,
KOAJ BASIC HATO COROZAL,tienda de ropa,Hato Corozal,6.1568235,-71.7652137,"Av Tirso Delgado, Cra. 12 #9-26, Hato Corozal, Casanare",,,,
Papeleria y Miscelanea La Comercial Hato Corozal Detalles Naniz,papelería,Hato Corozal,6.1586363,-71.7625021,"Cl. 12 #8 - 37, Hato Corozal, Casanare",,,,
Papelería y variedades FE,papelería,Hato Corozal,6.1575473,-71.7641007,"Cl. 10 #9#64 p, Hato Corozal, Casanare",,,,
PAPELERÍA Y COMUNICACIONES ALEX,oficinas de empresa,Hato Corozal,6.1583582,-71.7608729,"Cl. 12 #79 N° 6, Hato Corozal, Casanare",,,,
